text,sentiment,stance,fold,vader_sentiment,SVM_sentiment,BERT_sentiment,SVM_stance,BERT_stance,lexicoder_sentiment,vader_scores
 RT @DRUDGE_REPORT Lawyer Caught On Camera: 'Going To Resist'... https://t.co/qasWAm0kzW,1,1,4,,0,1,1,1,,0
 RT @ianshapira Four WashPost colleagues and I spent the last several days talking to friends of Christine Blasey Ford and her husband Russell Ford. They initially wanted to flee the country once they thought Kavanaugh might get named to the Supreme Court. Our new story: https://t.co/ALnjosN11v,1,0,4,1,0,0,0,0,1,0.7717
 RT @FoxNews JUST IN: Democrats float idea of impeaching Kavanaugh even if he is confirmed to Supreme Court https://t.co/lqGIdOjEBB,1,1,1,1,1,1,1,1,1,0.5574
 RT @PattyArquette I am going to remind you @SenatorCollins and all @GOP of what I said weeks ago. You are hanging your hat on Kavanaugh and you YOURSELVES haven’t read his records because they aren’t available. Is this the man you want to stake your political careers on?,1,0,3,1,0,0,0,0,,0.0772
 RT @ShannonBream Committee source says they’ve contacted five people alleged to be at party.  4 deny any knowledge of the party and allegations.  5th person - Dr. Ford - is the only one who has not provided them a statement. #Kavanaugh,1,1,2,1,1,1,1,1,0,0.4588
 RT @tribelaw FACTOID: Among the myriad possible reasons 15-yr-old Chrissy might’ve been *especially* reluctant to call the Montgomery County prosecutors: Kavanaugh’s mother was apparently among those prosecutors at the time of 17-yr-old Brett’s alleged assault.,1,0,4,0,0,0,0,0,0,-0.7264
 RT @ShannonBream Committee source says they’ve contacted five people alleged to be at party.  4 deny any knowledge of the party and allegations.  5th person - Dr. Ford - is the only one who has not provided them a statement. #Kavanaugh,1,1,4,1,1,1,1,1,0,0.4588
" RT @PeteSouza Sir, did you mistakenly think you were sending a text message directly to Kavanaugh? This is Twitter; it goes to everyone. https://t.co/LhFKJ2zDVF",1,0,3,0,1,1,0,0,0,-0.296
 RT @DRUDGE_REPORT Lawyer Caught On Camera: 'Going To Resist'... https://t.co/qasWAm0kzW,1,1,2,,0,0,1,1,,0
 RT @renato_mariotti Why was Ed Whelan researching Professor Ford before her name was made public? Was he charged with concocting a story by Kavanaugh or his handlers? https://t.co/kaBiyJ79xR,1,0,2,0,1,1,0,0,0,-0.2869
 RT @thehill Dozens of Yale Law faculty members call for FBI to probe sexual assault accusation against Kavanaugh https://t.co/gTkDAH1TkX https://t.co/WDaw5K12vZ,1,0,5,0,0,0,0,0,0,-0.7003
" RT @CantaloupeNews BREAKING: Senate Democrats are demanding the Kavanaugh hearing be delayed until Nov. 15th, giving time for Dr. Ford to walk from California to Washington, D.C.",1,1,2,0,1,1,1,1,0,-0.1027
 RT @ShannonBream Committee source says they’ve contacted five people alleged to be at party.  4 deny any knowledge of the party and allegations.  5th person - Dr. Ford - is the only one who has not provided them a statement. #Kavanaugh,1,1,1,1,1,1,1,1,0,0.4588
 RT @tribelaw FACTOID: Among the myriad possible reasons 15-yr-old Chrissy might’ve been *especially* reluctant to call the Montgomery County prosecutors: Kavanaugh’s mother was apparently among those prosecutors at the time of 17-yr-old Brett’s alleged assault.,1,0,4,0,0,0,0,0,0,-0.7264
 RT @qanon76 https://t.co/FchxwBIn5A,1,1,2,,1,1,1,1,,0
" RT @StefanMolyneux I really don’t understand all of this hand-wringing about Kavanaugh’s accuser – that which is asserted without evidence can be dismissed without evidence, case closed.",1,1,3,,0,0,1,1,,0
" RT @alimhaider The female student Ford named as being at alleged party is … Leland Keyser.   In sworn statement, she says she’s never met Kavanaugh and was never at the party.  https://t.co/9d9yFGK9Tb",1,1,3,1,0,0,1,1,0,0.1134
" RT @SarahPalinUSA BOMBSHELL Report: Kavanaugh Accuser Is Being Advised By Former Clinton &amp; Obama Aide, Democratic Super-Activist https://t.co/JPmtKJRJeq",1,1,1,,1,1,1,1,0,0
" Blasey Ford's Female Classmate, Her Last Named Witness, Doesn't Recall Ever Attending Party With Kavanaugh https://t.co/d27UHfc6xJ",1,1,1,1,1,1,1,1,0,0.4019
 RT @njpt10 @rgoodlaw @mmehenriquez @JWGOP @nycsouthpaw @EdWhelanEPPC What I read earlier was that Kavanaugh was the person who suggested this to Whalen.,1,0,1,,0,1,0,0,,0
" RT @CantaloupeNews BREAKING: Senate Democrats are demanding the Kavanaugh hearing be delayed until Nov. 15th, giving time for Dr. Ford to walk from California to Washington, D.C.",1,1,4,0,1,1,1,1,0,-0.1027
 RT @thehill Dozens of Yale Law faculty members call for FBI to probe sexual assault accusation against Kavanaugh https://t.co/gTkDAH1TkX https://t.co/WDaw5K12vZ,1,0,3,0,0,1,0,0,0,-0.7003
 RT @renato_mariotti Why was Ed Whelan researching Professor Ford before her name was made public? Was he charged with concocting a story by Kavanaugh or his handlers? https://t.co/kaBiyJ79xR,1,0,3,0,1,1,0,0,0,-0.2869
" RT @AMPRo1219 During an interview with @maddow, @hillaryclinton said the White House could act very quickly to the request to have the FBI reopen their Kavanaugh review: “So far, they haven’t done that.”   LMAO 😂 Let’s reopen your case that @FBI screwed up https://t.co/Edb7BiIaFH",1,1,3,1,1,1,1,1,0,0.6523
 RT @renato_mariotti Why was Ed Whelan researching Professor Ford before her name was made public? Was he charged with concocting a story by Kavanaugh or his handlers? https://t.co/kaBiyJ79xR,1,0,5,0,1,1,0,0,0,-0.2869
" RT @AMPRo1219 During an interview with @maddow, @hillaryclinton said the White House could act very quickly to the request to have the FBI reopen their Kavanaugh review: “So far, they haven’t done that.”   LMAO 😂 Let’s reopen your case that @FBI screwed up https://t.co/Edb7BiIaFH",1,1,3,1,1,1,1,1,0,0.6523
" RT @PeteSouza Sir, did you mistakenly think you were sending a text message directly to Kavanaugh? This is Twitter; it goes to everyone. https://t.co/LhFKJ2zDVF",1,0,4,0,1,1,0,0,0,-0.296
 RT @ShannonBream Committee source says they’ve contacted five people alleged to be at party.  4 deny any knowledge of the party and allegations.  5th person - Dr. Ford - is the only one who has not provided them a statement. #Kavanaugh,1,1,5,1,1,1,1,1,0,0.4588
" RT @MSNBC Tarana Burke, founder of the #MeToo movement, analyzes President Trump’s recent statements about Brett Kavanaugh’s accuser, which sparked the hashtag #WhyIDidntReport. https://t.co/SlzQGQxWaT",1,0,3,,0,0,0,0,0,0
" RT @CantaloupeNews BREAKING: Senate Democrats are demanding the Kavanaugh hearing be delayed until Nov. 15th, giving time for Dr. Ford to walk from California to Washington, D.C.",1,1,1,0,1,1,1,1,0,-0.1027
 RT @SebGorka Tick tock.   https://t.co/127iCilbKy,1,1,1,,1,1,1,1,,0
" RT @FoxNews Sunday on ""Life, Liberty, &amp; Levin"" @marklevinshow talks about how the Democrats' actions have affected the SCOTUS confirmation process over the last 30 years. Plus: the Brett Kavanaugh case. Tune in at 10p ET on Fox News Channel. https://t.co/5TyrOkfVBU",1,1,4,1,1,1,1,1,1,0.4215
" RT @seanmdav Jeff Flake, who has been going along with Democrat efforts to delay testimony from Kavanaugh's accuser, is preparing to vote ""present"" on Kavanaugh when his nomination comes to a vote in the Senate Judiciary Committee, per sources.",1,1,2,0,0,1,1,1,0,-0.3182
" RT @JohnJHarwood tick-tock:  9/16 - Whelan starts research after WP names Ford to WH pre-publication  9/17 - Kavanaugh suggests mistaken identity to Hatch, WSJ editorializes  9/18 - Whelan predicts Kavanaugh vindication  9/19 - Hatch flack: “keep eye on Ed’s tweets”  9/20 - Whelan names classmate",1,0,5,1,0,0,0,0,0,0.0601
" RT @TedGenoways On Sunday, before her name was public, Christine Blasey Ford alerted an associate via email that GOP and Federalist Society operative Ed Whelan had looked at her LinkedIn page. If Kavanaugh didn't assault ANYONE, how did he and associates know Ford's name? https://t.co/dfI8o3SuN1",1,0,5,1,0,0,0,0,0,0.4717
" RT @JohnJHarwood tick-tock:  9/16 - Whelan starts research after WP names Ford to WH pre-publication  9/17 - Kavanaugh suggests mistaken identity to Hatch, WSJ editorializes  9/18 - Whelan predicts Kavanaugh vindication  9/19 - Hatch flack: “keep eye on Ed’s tweets”  9/20 - Whelan names classmate",1,0,5,1,0,0,0,0,0,0.0601
 RT @renato_mariotti Why was Ed Whelan researching Professor Ford before her name was made public? Was he charged with concocting a story by Kavanaugh or his handlers? https://t.co/kaBiyJ79xR,1,0,5,0,1,1,0,0,0,-0.2869
 RT @FoxNews JUST IN: Democrats float idea of impeaching Kavanaugh even if he is confirmed to Supreme Court https://t.co/lqGIdOjEBB,1,1,3,1,1,1,1,1,1,0.5574
" RT @ShannonBream Atty for person alleged to be at party:  “Simply put, [my client] does not know Mr. Kavanaugh and she has no recollection of ever being at a party or gathering where he was present, with, or without, Dr. Ford.”",1,1,5,1,1,1,1,1,0,0.4939
" RT @cmclymer @NatsinNY Within 90 minutes of the White House learning of Dr. Christine Blasey Ford but hours before the news broke, Dr. Blasey Ford discovered Ed Whelan viewing her LinkedIn profile: https://t.co/nkBfTliGgt",1,0,2,0,0,1,0,0,0,-0.5719
 RT @HeerJeet Compare questions Kavanaugh prepared for Ken Starr to ask under oath with Kavanaugh's own reaction to having to testify about his private life. https://t.co/R8o4bLMIht,1,0,5,1,1,1,0,0,,0.2263
 RT @thehill Nearly 50 Yale Law faculty members call for FBI to probe sexual assault accusation against Kavanaugh https://t.co/iQl7N2d4hJ https://t.co/Gu7E0bVPP9,1,0,5,0,1,1,0,0,0,-0.7003
" RT @CantaloupeNews BREAKING: Senate Democrats are demanding the Kavanaugh hearing be delayed until Nov. 15th, giving time for Dr. Ford to walk from California to Washington, D.C.",1,1,4,0,1,1,1,1,0,-0.1027
 RT @ShannonBream Committee source says they’ve contacted five people alleged to be at party.  4 deny any knowledge of the party and allegations.  5th person - Dr. Ford - is the only one who has not provided them a statement. #Kavanaugh,1,1,1,1,1,1,1,1,0,0.4588
" RT @seanmdav Jeff Flake, who has been going along with Democrat efforts to delay testimony from Kavanaugh's accuser, is preparing to vote ""present"" on Kavanaugh when his nomination comes to a vote in the Senate Judiciary Committee, per sources.",1,1,2,0,0,1,1,1,0,-0.3182
 RT @ShannonBream Committee source says they’ve contacted five people alleged to be at party.  4 deny any knowledge of the party and allegations.  5th person - Dr. Ford - is the only one who has not provided them a statement. #Kavanaugh,1,1,1,1,1,1,1,1,0,0.4588
 RT @renato_mariotti Why was Ed Whelan researching Professor Ford before her name was made public? Was he charged with concocting a story by Kavanaugh or his handlers? https://t.co/kaBiyJ79xR,1,0,1,0,1,1,0,0,0,-0.2869
" RT @JohnJHarwood tick-tock:  9/16 - Whelan starts research after WP names Ford to WH pre-publication  9/17 - Kavanaugh suggests mistaken identity to Hatch, WSJ editorializes  9/18 - Whelan predicts Kavanaugh vindication  9/19 - Hatch flack: “keep eye on Ed’s tweets”  9/20 - Whelan names classmate",1,0,2,1,0,0,0,0,0,0.0601
" RT @CantaloupeNews BREAKING: Senate Democrats are demanding the Kavanaugh hearing be delayed until Nov. 15th, giving time for Dr. Ford to walk from California to Washington, D.C.",1,1,4,0,1,1,1,1,0,-0.1027
" RT @washingtonpost ""This is an extraordinary moment"": Yale Law faculty call on Senate committee to treat allegations seriously in Kavanaugh nomination https://t.co/8Ag7Ue6eFI",1,0,4,1,1,1,0,0,,0.25
" RT @Lrihendry To do list: confirm Kavanaugh, fire Rosenstein, release FISA Documents, end Mueller witch hunt, what’d I leave out?",1,1,4,0,0,0,0,0,,-0.6249
 RT @ShannonBream Committee source says they’ve contacted five people alleged to be at party.  4 deny any knowledge of the party and allegations.  5th person - Dr. Ford - is the only one who has not provided them a statement. #Kavanaugh,1,1,1,1,1,1,1,1,0,0.4588
 RT @pacelattin Kavanaugh took three years to be confirmed last time.   Three years.,1,0,3,,0,1,1,0,1,0
 RT @qanon76 https://t.co/FchxwBIn5A,1,1,4,,1,1,1,1,,0
 RT @JDiamond1 Yep. Kavanaugh allies were telling reporters yesterday to keep an eye on Whelan’s Twitter feed https://t.co/0Txp0Bkn7d,1,0,5,1,0,0,0,0,,0.296
 RT @ShannonBream Committee source says they’ve contacted five people alleged to be at party.  4 deny any knowledge of the party and allegations.  5th person - Dr. Ford - is the only one who has not provided them a statement. #Kavanaugh,1,1,1,1,1,1,1,1,0,0.4588
" Have the FBI investigate Kavanaugh allegations, law enforcement Democrats urge Trump https://t.co/wOnkLRFLT8",1,0,1,,1,1,0,0,0,0
 RT @RealJack JUST IN: Grassley Gives Kavanaugh Accuser 10pm Deadline Or Else VOTE HAPPENS ON MONDAY https://t.co/UA9Gn62Yv5,1,1,3,,0,1,1,1,0,0
" RT @johncardillo And there it is folks:  “Ford's legal team also now includes Michael Bromwich...a former federal prosecutor, inspector general for the Department of Justice and is also working on the legal team for Andrew McCabe” https://t.co/Prz4Ai5qtB",1,1,3,1,1,1,1,1,,0.6597
 RT @TheOnion Senate Republicans Seek To Delay Kavanaugh Vote Until Accuser Properly Smeared https://t.co/BrRxOz4KeM https://t.co/3SbYgdhmwU,1,0,5,0,0,0,1,1,0,-0.3182
 RT @psychdr100 Trump aide called GOP operatives to spread Kavanaugh accuser's name before her story was published https://t.co/lMtDGLltb9,1,0,5,,0,1,0,0,0,0
 RT @jilevin Kavanaugh accuser given until 2:30 p.m. Saturday to decide whether to testify https://t.co/nek7NJO3mQ,1,1,2,,1,1,0,1,0,0
" RT @BySteveReilly In 2005, Judge Kavanaugh had a net worth of $91K, with $10K in the bank and $25K in credit card debt: https://t.co/AyL5LcuwG1.  In Feb. 2006, property records show he took out a $980K mortgage to finance the purchase of a $1,225,000 home — indicating a down payment of $245,000. https://t.co/0BImId8iCs",1,1,5,1,1,1,1,1,1,0.25
" RT @rhiles2760 @CitizensFedUp What would Senator Grassley, Senator McConnell, and the Senate Republicans do if before the Full Senate Vote, she and the local officials file charges against Kavanaugh?",1,0,3,0,0,0,0,0,0,-0.2732
 RT @ShannonBream Committee source says they’ve contacted five people alleged to be at party.  4 deny any knowledge of the party and allegations.  5th person - Dr. Ford - is the only one who has not provided them a statement. #Kavanaugh,1,1,2,1,1,1,1,1,0,0.4588
" RT @KimStrassel Statement from Leland Keyser's attorney: ""Simply put, Ms. Keyser does not know Mr. Kavanaugh and she has no recollection of ever being at a party or gathering where he was present, with, or without, Dr. Ford.""",1,1,3,1,1,1,1,1,,0.128
 RT @HeerJeet Compare questions Kavanaugh prepared for Ken Starr to ask under oath with Kavanaugh's own reaction to having to testify about his private life. https://t.co/R8o4bLMIht,1,0,2,1,1,1,0,0,,0.2263
" @Islegrlnfl @JuddLegum Umm, you might want to do some research.  He testified first and last.  Would Kavanaugh be given the same treatment?",1,1,3,1,1,1,0,0,,0.0772
" Have the FBI investigate Kavanaugh allegations, law enforcement Democrats urge Trump https://t.co/wOnkLRFLT8",1,0,4,,1,1,0,0,0,0
 RT @PattyArquette I am going to remind you @SenatorCollins and all @GOP of what I said weeks ago. You are hanging your hat on Kavanaugh and you YOURSELVES haven’t read his records because they aren’t available. Is this the man you want to stake your political careers on?,1,0,1,1,0,0,0,0,,0.0772
" RT @axios Garrett Ventry, a press adviser for the Senate Judiciary Committee, resigned Saturday after NBC News confronted him with questions about a previous allegation of sexual harassment. https://t.co/EgM4ixIMGY",1,0,1,0,0,0,0,0,0,-0.743
 RT @bells110 @TheRickWilson #Whelan researched #Ford on @LinkedIn BEFORE her name appeared in the press. Who did he get Dr. Ford’s name from? The WhiteHouse? #Kavanaugh? Who?,1,0,3,,1,1,0,0,,0
" RT @JohnJHarwood tick-tock:  9/16 - Whelan starts research after WP names Ford to WH pre-publication  9/17 - Kavanaugh suggests mistaken identity to Hatch, WSJ editorializes  9/18 - Whelan predicts Kavanaugh vindication  9/19 - Hatch flack: “keep eye on Ed’s tweets”  9/20 - Whelan names classmate",1,0,1,1,0,0,0,0,0,0.0601
 RT @MollyJongFast Yet another Brett Kavanaugh mystery. https://t.co/tqX92cRVlN,1,0,4,,1,1,0,0,,0
 RT @mateagold NEW: A woman who Ford said was at the party says she does not recall being at a gathering with Kavanaugh -- but believes Ford's allegation.  https://t.co/fgDP6CoGfQ,1,0,4,1,1,1,0,0,0,0.2144
 RT @TheOnion Senate Republicans Seek To Delay Kavanaugh Vote Until Accuser Properly Smeared https://t.co/BrRxOz4KeM https://t.co/3SbYgdhmwU,1,0,5,0,0,0,1,1,0,-0.3182
" RT @charlescwcooke The written testimony of that named witness reads: ""Simply put, Ms. Keyser does not know Mr. Kavanaugh and she has no recollection of ever being at a party or gathering where he was present, with, or without, Dr. Ford."" This, if false, is punishable under 18 U.S.C § 1001.",1,1,3,0,1,1,1,1,0,-0.34
" RT @johncardillo And there it is folks:  “Ford's legal team also now includes Michael Bromwich...a former federal prosecutor, inspector general for the Department of Justice and is also working on the legal team for Andrew McCabe” https://t.co/Prz4Ai5qtB",1,1,1,1,1,1,1,1,,0.6597
 @chuckgrassly Call the vote Monday!  Renege the extension and get Kavanaugh confirmed! https://t.co/7x0G2nZC5Q,1,1,2,,1,0,1,1,,0
" RT @CantaloupeNews BREAKING: Senate Democrats are demanding the Kavanaugh hearing be delayed until Nov. 15th, giving time for Dr. Ford to walk from California to Washington, D.C.",1,1,4,0,1,1,1,1,0,-0.1027
" RT @paulsperry_ Remember Lucy &amp; the football? Well, Lucy is now Debra Katz and Charlie Brown is Charles Grassley ... https://t.co/fhrkiFtax1",1,1,2,1,1,1,1,1,1,0.2732
" RT @BySteveReilly In 2005, Judge Kavanaugh had a net worth of $91K, with $10K in the bank and $25K in credit card debt: https://t.co/AyL5LcuwG1.  In Feb. 2006, property records show he took out a $980K mortgage to finance the purchase of a $1,225,000 home — indicating a down payment of $245,000. https://t.co/0BImId8iCs",1,1,1,1,1,1,1,1,1,0.25
 RT @AJentleson The women for Kavanaugh are mostly men. https://t.co/9i4aj3CUDv,1,0,3,,0,1,0,0,,0
 RT @MollyJongFast Yet another Brett Kavanaugh mystery. https://t.co/tqX92cRVlN,1,0,1,,1,1,0,0,,0
 RT @jilevin 'This is an extraordinary moment': Yale Law faculty call on Senate committee to treat allegations seriously in Kavanaugh nomination https://t.co/kPPkHe2zdP,1,0,1,1,1,1,0,0,,0.25
 RT @thedailybeast Ed Whelan reportedly began researching Brett Kavanaugh accuser Christine Blasey Ford even before her name was published https://t.co/Y8Lq71FAXW,1,0,4,,0,1,0,0,0,0
 RT @MollyJongFast Yet another Brett Kavanaugh mystery. https://t.co/tqX92cRVlN,1,0,2,,1,1,0,0,,0
 RT @psychdr100 Trump aide called GOP operatives to spread Kavanaugh accuser's name before her story was published https://t.co/lMtDGLltb9,1,0,3,,0,1,0,0,0,0
" Democrats float more Kavanaugh investigations, impeachment even if he is confirmed  https://t.co/cxbaVZcLPd",1,1,2,,0,0,1,1,1,0
 RT @DailyCaller Kavanaugh’s Accuser Just Hired Andy McCabe’s Lawyer https://t.co/GQvIhaYoX1 https://t.co/2F93uedAmx,1,1,2,,0,0,1,1,0,0
" RT @charlescwcooke The written testimony of that named witness reads: ""Simply put, Ms. Keyser does not know Mr. Kavanaugh and she has no recollection of ever being at a party or gathering where he was present, with, or without, Dr. Ford."" This, if false, is punishable under 18 U.S.C § 1001.",1,1,1,0,1,1,1,1,0,-0.34
 RT @tribelaw FACTOID: Among the myriad possible reasons 15-yr-old Chrissy might’ve been *especially* reluctant to call the Montgomery County prosecutors: Kavanaugh’s mother was apparently among those prosecutors at the time of 17-yr-old Brett’s alleged assault.,1,0,4,0,0,0,0,0,0,-0.7264
" RT @PeteSouza Sir, did you mistakenly think you were sending a text message directly to Kavanaugh? This is Twitter; it goes to everyone. https://t.co/LhFKJ2zDVF",1,0,1,0,1,1,0,0,0,-0.296
 RT @TomFitton A Judiciary Committee vote on Monday for Kavanaugh should be set. https://t.co/aHHSBZclnJ,1,1,4,,1,1,1,1,,0
" RT @RealMAGASteve Ford’s Classmate Takes Back Entire Accusation Against Kavanaugh, She Didn’t Think She’d Have to ‘Defend It’   “To all media, I will not be doing anymore interviews...I do not have first hand knowledge of the incident...Please don’t contact me further.” https://t.co/oVRbXL3udC",1,1,1,0,0,0,1,1,,-0.5615
 RT @qanon76 https://t.co/FchxwBIn5A,1,1,2,,1,1,1,1,,0
" RT @KimStrassel Statement from Leland Keyser's attorney: ""Simply put, Ms. Keyser does not know Mr. Kavanaugh and she has no recollection of ever being at a party or gathering where he was present, with, or without, Dr. Ford.""",1,1,4,1,1,1,1,1,,0.128
" RT @CantaloupeNews BREAKING: Senate Democrats are demanding the Kavanaugh hearing be delayed until Nov. 15th, giving time for Dr. Ford to walk from California to Washington, D.C.",1,1,2,0,1,1,1,1,0,-0.1027
" RT @riotwomennn Help me w this timeline &amp; missing info  Dr. Ford wrote the Kavanaugh letter to Sen Feinstein on July 30, 2018.   June 27, 2018, the daughter of a Fox News Commentator is having a Twitter conversation with Mark Judge (the other participant w Kavanaugh), about youthful shenanigans https://t.co/k6qOI0kjnT",1,1,4,1,0,0,0,0,1,0.4215
" RT @CantaloupeNews BREAKING: Senate Democrats are demanding the Kavanaugh hearing be delayed until Nov. 15th, giving time for Dr. Ford to walk from California to Washington, D.C.",1,1,3,0,1,1,1,1,0,-0.1027
" RT @JohnJHarwood tick-tock:  9/16 - Whelan starts research after WP names Ford to WH pre-publication  9/17 - Kavanaugh suggests mistaken identity to Hatch, WSJ editorializes  9/18 - Whelan predicts Kavanaugh vindication  9/19 - Hatch flack: “keep eye on Ed’s tweets”  9/20 - Whelan names classmate",1,0,5,1,0,0,0,0,0,0.0601
" RT @PeteSouza Sir, did you mistakenly think you were sending a text message directly to Kavanaugh? This is Twitter; it goes to everyone. https://t.co/LhFKJ2zDVF",1,0,2,0,1,1,0,0,0,-0.296
 RT @pacelattin Kavanaugh took three years to be confirmed last time.   Three years.,1,0,3,,0,1,1,0,1,0
" RT @kenolin1 Ask yourself, do guys that belong to secret societies like this in college ever completely change their attitudes about women? Did Kavanaugh? Certainly worth investigating. https://t.co/XJa8y5dJoH",1,0,4,1,0,0,0,0,1,0.7319
" RT @BySteveReilly In 2005, Judge Kavanaugh had a net worth of $91K, with $10K in the bank and $25K in credit card debt: https://t.co/AyL5LcuwG1.  In Feb. 2006, property records show he took out a $980K mortgage to finance the purchase of a $1,225,000 home — indicating a down payment of $245,000. https://t.co/0BImId8iCs",1,1,2,1,1,1,1,1,1,0.25
 RT @qanon76 https://t.co/FchxwBIn5A,1,1,2,,1,1,1,1,,0
 RT @ShannonBream Committee source says they’ve contacted five people alleged to be at party.  4 deny any knowledge of the party and allegations.  5th person - Dr. Ford - is the only one who has not provided them a statement. #Kavanaugh,1,1,4,1,1,1,1,1,0,0.4588
" RT @CantaloupeNews BREAKING: Senate Democrats are demanding the Kavanaugh hearing be delayed until Nov. 15th, giving time for Dr. Ford to walk from California to Washington, D.C.",1,1,5,0,1,1,1,1,0,-0.1027
 RT @PatriotsSoapbox #Kavanaugh #BlaseyFord  #KavanaughAccuser https://t.co/8aNr6SDowr,1,1,1,,1,1,1,1,,0
 RT @ShannonBream Committee source says they’ve contacted five people alleged to be at party.  4 deny any knowledge of the party and allegations.  5th person - Dr. Ford - is the only one who has not provided them a statement. #Kavanaugh,1,1,5,1,1,1,1,1,0,0.4588
 RT @SebGorka Tick tock.   https://t.co/127iCilbKy,1,1,4,,1,1,1,1,,0
" RT @NicholsUprising Judiciary Rs felt they were capable of questioning a male nominee for the Supreme Court. If they insist on using outside counsel to question a female witness, this is an admission of incapability. It raises another question: Are the senators capable of providing advice &amp; consent? https://t.co/dFTfMAIPHt",1,0,4,1,0,0,0,0,1,0.8519
 RT @thehill Dozens of Yale Law faculty members call for FBI to probe sexual assault accusation against Kavanaugh https://t.co/gTkDAH1TkX https://t.co/WDaw5K12vZ,1,0,1,0,0,0,0,0,0,-0.7003
" RT @washingtonpost ""This is an extraordinary moment"": Yale Law faculty call on Senate committee to treat allegations seriously in Kavanaugh nomination https://t.co/8Ag7Ue6eFI",1,0,4,1,1,1,0,0,,0.25
" RT @CantaloupeNews BREAKING: Senate Democrats are demanding the Kavanaugh hearing be delayed until Nov. 15th, giving time for Dr. Ford to walk from California to Washington, D.C.",1,1,4,0,1,1,1,1,0,-0.1027
 RT @Newsweek Nearly 50 Yale Law faculty members say allegations against Kavanaugh should be investigated by FBI https://t.co/SGFrlglcal https://t.co/BdbvvbAu9u,1,0,1,,0,1,0,0,0,0
" RT @RealSaavedra Senator Mazie Hirono (D-HI): If Kavanaugh’s nomination is withdrawn, Democrats could hold the Supreme Court seat open until after the 2020 election. https://t.co/ZbWwCPJYj8",1,0,1,1,1,1,0,0,1,0.5574
 RT @renato_mariotti Why was Ed Whelan researching Professor Ford before her name was made public? Was he charged with concocting a story by Kavanaugh or his handlers? https://t.co/kaBiyJ79xR,1,0,1,0,1,1,0,0,0,-0.2869
 RT @ShannonBream Committee source says they’ve contacted five people alleged to be at party.  4 deny any knowledge of the party and allegations.  5th person - Dr. Ford - is the only one who has not provided them a statement. #Kavanaugh,1,1,3,1,1,1,1,1,0,0.4588
" RT @SethCotlar 30. Mark Judge, Kavanaugh's friend...that's who. https://t.co/3v9QRi1UrH",1,0,5,,0,1,0,0,1,0
" ‘100 Kegs or Bust’: Kavanaugh friend, Mark Judge, has spent years writing about high school debauchery https://t.co/uQJWfV8tXv",1,0,2,1,0,0,0,0,1,0.4939
" RT @seanmdav Jeff Flake, who has been going along with Democrat efforts to delay testimony from Kavanaugh's accuser, is preparing to vote ""present"" on Kavanaugh when his nomination comes to a vote in the Senate Judiciary Committee, per sources.",1,1,2,0,0,1,1,1,0,-0.3182
 RT @ForAmerica MEDIA: Did you hear what Joe Biden said about the Kavanaugh allegations?!?!  US: This Joe Biden? https://t.co/wbhhsCv0gT,1,1,2,,1,1,1,1,0,0
" RT @bennyjohnson Footage of Debra Katz, the attorney representing Brett Kavanaugh’s accuser, protesting President Trump at a Resistance rally.   She says:  “We are going to fight back. We are going to Resist. We will not be silenced.”  Be a shame if people shared this.  https://t.co/pQubfIdGUi https://t.co/PlSi8MqW5a",1,1,2,0,1,1,1,1,0,-0.7269
" RT @Jamierodr10 POWERFUL TESTIMONY of Sara Fagen and other women that stand behind Brett Kavanaugh. Calling him Honorable with High Integrity, Family man, great friend and boss! This is a Must Watch 👇 #ConfirmBrettKavanaugh https://t.co/RVlITppI3m",1,1,4,1,1,1,1,1,1,0.9533
" RT @bennyjohnson Footage of Debra Katz, the attorney representing Brett Kavanaugh’s accuser, protesting President Trump at a Resistance rally.   She says:  “We are going to fight back. We are going to Resist. We will not be silenced.”  Be a shame if people shared this.  https://t.co/pQubfIdGUi https://t.co/PlSi8MqW5a",1,1,2,0,1,1,1,1,0,-0.7269
" RT @mike_pence Judge Kavanaugh is a man of integrity, with impeccable credentials &amp; a proven judicial philosophy. I believe Judge Brett Kavanaugh will soon be JUSTICE Brett Kavanaugh &amp; take his seat on the Supreme Court of the United States. #VVS18 https://t.co/LfJtonQynm",1,1,2,1,1,1,1,1,1,0.9206
" RT @bennyjohnson Footage of Debra Katz, the attorney representing Brett Kavanaugh’s accuser, protesting President Trump at a Resistance rally.   She says:  “We are going to fight back. We are going to Resist. We will not be silenced.”  Be a shame if people shared this.  https://t.co/pQubfIdGUi https://t.co/PlSi8MqW5a",1,1,4,0,1,1,1,1,0,-0.7269
 RT @bennyjohnson CNN asked women if they believe Judge Kavanaugh.  This was not the response they were expecting.  Wow. https://t.co/RCgZBBzpDF,1,1,3,1,1,1,1,1,,0.5859
 RT @TheDailyEdge How @ChuckGrassley solves problems.  PROBLEM: Lying to the FBI is a crime.  SOLUTION: Don't let Kavanaugh talk to the FBI.,1,0,5,0,1,1,0,0,0,-0.836
" RT @realDonaldTrump Judge Brett Kavanaugh is a fine man, with an impeccable reputation, who is under assault by radical left wing politicians who don’t want to know the answers, they just want to destroy and delay. Facts don’t matter. I go through this with them every single day in D.C.",1,1,5,0,1,1,1,1,0,-0.7964
